"bfhnr","inventur","tiefenstufe","ot","ut","m_trd_fbv2","m_ea_corg2","m_ea_cco32","m_ea_cges2","m_ea_n2","m_ak_ca2","m_ak_k2","m_ak_mg2","m_ak_na2","m_ak_al2","m_ak_mn2","m_ak_h2","m_ak_fe2","m_ak_ak2","m_ak_bs2","m_as_p2","m_as_ca2","m_as_k2","m_as_mg2","m_as_mn2","m_as_na2","m_as_al2","m_as_fe2","m_as_s2","m_ph_h2o2","m_ph_k2","m_ph_ca2","m_cn2","m_cp2"
50058,2,"0 - 5",0,5,507.142857142857,66,0,66,5.5,322,9.5,14.4,0.9,NA,NA,NA,NA,346.8,1,0.632333333333333,18.5133333333333,1.49166666666667,1.581,0.250333333333333,0.0766666666666667,9.836,10.6783333333333,1.214,6.8,6.5,6.3,12,104.38
50058,2,"5 - 10",5,10,525,68,0.799999999999997,68.8,5.78,329,9.4,40.8,0.9,NA,NA,NA,NA,380.1,1,0.549666666666667,20.081,1.85133333333333,2.72233333333333,0.388,0.0923333333333333,20.7096666666667,19.6223333333333,0.606,7.1,6.5,6.8,11.76,123.71
50058,2,"10 - 30",10,30,2500,26,0.5,26.5,2.44,229.44,1.86,15.21,1.1,1.39,0.85,0.1,0.1,247.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5.8,6.3,10.66,NA
50058,2,"30 - 60",30,60,4647.69230769231,8,11.33,19.33,0.65,136,2.2,7.4,1.2,NA,NA,NA,NA,146.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,7.6,7.4,12.31,NA
50058,2,"60 - 90",60,90,4692.94117647059,6,36.35,42.35,0.44,117,3.1,5.9,1.3,NA,NA,NA,NA,127.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,7.7,7.6,13.64,NA
50059,2,"0 - 5",0,5,384,62,0.299999999999997,62.3,4.2,5.56,3.22,1.87,0.43,71.94,15.42,3.8,0.22,102.46,0.11,0.589,0.47,2.55,1.032,3.734,0.397,19.293,31.232,0.474,4.4,3.6,3.8,14.76,105.26
80164,2,"60 - 90",60,90,4276.8,3.03,0,3.03,0.434,154.81,4.61,39.44,0.54,5.5,0.38,0.46,0.00333333333333333,205.74,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,4.22,4.86,6.98,NA
80171,2,"10 - 30",10,30,2440.3,5.46,0,5.46,0.289,0.26,0.43,0.53,0.17,41.6,0.03,4.82,3.33,51.17,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,3.33,3.53,18.89,NA
80171,2,"30 - 60",30,60,3996,2.98,0,2.98,0.198,0.00833333333333333,0.37,0.16,0.01,28.2,0.07,1.02,0.75,30.59,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,3.8,3.89,15.05,NA
80171,2,"60 - 90",60,90,4023,0.791,0,0.791,0.123,1.76,1.26,2.73,0.24,37.4,0.06,1.17,0.00333333333333333,44.62,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,3.79,3.8,6.43,NA
80178,2,"30 - 60",30,60,4268.6,7.9,0,7.9,0.837,169.64,3.86,52.28,0.99,0.8,1.33,0,0.00333333333333333,228.9,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,4.64,5.07,9.44,NA
80178,2,"60 - 90",60,90,4573.8,3.5,12.9976019184652,16.4976019184652,0.571,243.16,5.4,79.77,1.86,NA,NA,NA,NA,330.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.36,7.44,6.13,NA
80186,2,"10 - 30",10,30,829.8,19.34,1.35491606714628,20.6949160671463,1.6,286.27,4.92,8.92,0.45,NA,NA,NA,NA,300.56,1,0.39,NA,NA,NA,NA,NA,NA,NA,0.18,7.43,6.76,6.83,12.09,49.59
80186,2,"30 - 60",30,60,2259.9,9.2,30.3956834532374,39.5956834532374,0.737,258.81,5.73,6.98,0.5,NA,NA,NA,NA,272.02,1,0.59,NA,NA,NA,NA,NA,NA,NA,0.16,8.18,7.09,7.22,12.48,15.59
80186,2,"60 - 90",60,90,606,7.6,47.5059952038369,55.1059952038369,0.5,223.31,5.05,4.94,0.45,NA,NA,NA,NA,233.75,1,0.52,NA,NA,NA,NA,NA,NA,NA,0.14,8.42,7.26,7.35,15.2,14.62
80195,2,"30 - 60",30,60,3930,4.93,0,4.93,0.432,17.03,2.43,6.35,0.17,63.3,2.07,2.68,0.02,94.05,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,3.54,3.8,11.41,NA
80195,2,"60 - 90",60,90,4260,2.04,0,2.04,0.327,102.28,4.18,36.41,0.7,14,1.02,1.87,0.00333333333333333,160.46,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,3.72,4.4,6.24,NA
50059,2,"5 - 10",5,10,400,33,0,32.97,2.65,1.8,2.19,0.81,0.28,59.27,9.32,1.1,0.1,74.87,0.07,0.396,0.413,2.768,1.111,4.211,0.333,22.904,31.579,0.334,4.7,3.9,4.1,12.45,83.33
50059,2,"10 - 30",10,30,1824,20,0.0300000000000011,20.03,1.59,1.44,1.58,0.52,0.2,50.59,5.36,0.1,0.1,59.89,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4,4.1,12.58,NA
50059,2,"30 - 60",30,60,2100,8,0,7.97,0.82,0.34,0.83,0.24,0.2,41.83,2.32,0.1,0.1,45.96,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4,4.2,9.76,NA
50059,2,"60 - 90",60,90,1688.4,2,0.0899999999999999,2.09,0.56,0.2,0.66,0.1,0.2,32.96,1.95,0.1,0.1,36.27,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.1,4.1,NA,NA
80203,2,"30 - 60",30,60,3094.8,3.53,0,3.53,0.37,13.91,0.6,3.75,0.33,31.2,0.99,3.03,0.04,53.85,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,3.48,3.91,9.54,NA
90568,2,"30 - 60",30,60,4740.184,3.35601542458735,6.87267602364392,10.2286914482313,0.473489802069257,71.5140820114898,6.65984270633877,78.8840849840369,0.741844039958719,13.1483864168971,1.34881443486899,0.379919305402047,0.0254267988266621,172.7,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53327289313641,4.1576331228736,4.5161235864504,7.09,NA
90568,2,"60 - 90",60,90,5090.693,1.35824460058894,12.2736302091603,13.6318748097492,0.330052534896141,85.2616084097588,7.02863318515084,88.9317822921126,0.68764516115059,NA,NA,NA,NA,181.91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27891712603067,6.17504706945875,6.44574213303134,NA,NA
50060,2,"0 - 5",0,5,330,77,0.310000000000002,77.31,3.48,27.13,1.63,14.38,0.31,109.99,1.6,8.3,9.34,172.68,0.25,0.415,0.878,2.493,4.233,0.434,0.237,25.124,33.333,0.455,4.4,3.3,3.6,22.13,185.54
50060,2,"5 - 10",5,10,360,39,0.420000000000002,39.42,1.95,8.25,1.37,5.07,0.28,78.86,1.54,3.2,1.42,99.99,0.15,0.373,0.573,3.305,5.207,0.518,0.253,31.921,35.593,0.363,4.5,3.7,3.9,20,104.56
50060,2,"10 - 30",10,30,1560,30,0.489999999999998,30.49,1.59,5.93,1.14,3.72,0.2,71.3,1.8,2,0.73,86.82,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.8,4,18.87,NA
50060,2,"30 - 60",30,60,1920,10,0.32,10.32,0.72,1.52,1.01,1.16,0.2,51.73,1.15,0.7,0.1,57.57,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4,4.1,13.89,NA
50060,2,"60 - 90",60,90,1020,5,0.19,5.19,0.49,1.22,1.09,0.92,0.2,35.59,0.81,0.4,0.1,40.33,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,4.1,10.2,NA
90576,2,"30 - 60",30,60,4485.88,3.46107934776629,0.166666666666667,3.62774601443296,0.267430849053985,2.75435602444197,1.23877872889474,3.15504635374984,0.371921619964622,44.3852857050008,0.532719015650201,0.807209641611157,0.215108105066969,53.46,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68045635596899,3.71265503924644,3.89709011959643,12.94,NA
90576,2,"60 - 90",60,90,4742.53,1.61591490520391,0.166666666666667,1.78258157187058,0.181110570969485,5.35600814540925,1.6296539429536,7.65722983326228,0.44899777927133,40.4249034636927,0.463848276488864,1.40504861447473,0.177250792655123,57.56,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83205729417666,3.59949176452992,3.87036760835715,8.92,NA
50061,2,"0 - 5",0,5,315.25,57,0.43,57.43,2.2,9.46,1.15,3.91,0.57,95.07,0.35,11,11.24,132.75,0.11,0.310666666666667,0.773,1.85633333333333,1.92,0.171333333333333,0.167333333333333,14.4513333333333,17.0106666666667,0.322,4.1,3.2,3.4,25.91,183.48
50061,2,"5 - 10",5,10,399.75,35,0,34.81,1.17,6.04,0.96,2.84,0.33,80.39,0.46,5.6,3.54,100.16,0.1,0.227666666666667,0.638666666666667,1.958,2.28666666666667,0.219666666666667,0.100666666666667,17.68,18.3826666666667,0.19,4.3,3.4,3.6,29.91,153.73
50061,2,"10 - 30",10,30,1375,12,0.140000000000001,12.14,0.5,4.81,1.08,2.41,0.51,44.34,1.93,0.1,0.12,55.3,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4,4.1,24,NA
50061,2,"30 - 60",30,60,1957.5,10,0,9.96,0.43,5.42,1.11,2.76,0.5,36.35,2.36,0.8,0.1,49.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,3.9,4.1,23.26,NA
50062,2,"0 - 5",0,5,288.75,68,0,67.9,3.42,9.2,2.32,8.78,0.25,72.39,1.41,9.8,7.62,111.77,0.18,0.513,0.553,3.085,1.566,0.276,0.266,17.001,24.928,0.466,4.2,3.3,3.5,19.88,132.55
50062,2,"5 - 10",5,10,382.25,24,0,23.93,1.15,1.74,1.33,1.65,0.2,67.05,1.42,5.1,1.89,80.38,0.06,0.39,0.31,3.168,1.713,0.479,0.088,20.734,28.803,0.241,4.3,3.5,3.6,20.87,61.54
50062,2,"10 - 30",10,30,2444.94,13,0,12.94,0.75,1.04,1.16,0.77,0.2,49.71,2.54,1.8,0.17,57.39,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.9,3.9,17.33,NA
50062,2,"30 - 60",30,60,3175.8,4,0.23,4.23,0.33,0.42,1.13,0.31,0.2,35.43,1.03,0.1,0.1,38.72,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,4.1,12.12,NA
50062,2,"60 - 90",60,90,3579.84,2,0,1.79,0.18,0.4,0.94,0.27,0.2,25.82,0.95,0.4,0.1,29.08,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,4.1,11.11,NA
50063,2,"0 - 5",0,5,544.5,52,0,51.62,3.66,37.98,3.56,4.01,0.42,50.95,2.17,13,2.66,114.75,0.4,0.585,1.739,1.915,1.591,0.247,0.103,10.648,13.128,0.453,4,3.3,3.4,14.21,88.89
50063,2,"5 - 10",5,10,544.5,23,0.0100000000000016,23.01,1.74,9.77,2.57,1.88,0.2,54.51,1.79,9,0.9,80.62,0.18,0.387,0.833,2.011,1.772,0.314,0.071,12.136,14.319,0.239,4.1,3.3,3.4,13.22,59.43
50063,2,"10 - 30",10,30,2494.8,9,0,8.93,0.9,16.86,2.32,2.62,0.26,48.28,3.22,3.5,0.1,77.16,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.6,3.8,10,NA
50063,2,"30 - 60",30,60,4009.5,6,0,6,0.7,53.55,2.16,5.13,0.27,7.59,1.63,1.3,0.1,71.73,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.1,4.7,8.57,NA
50063,2,"60 - 90",60,90,4158,6,0,5.5,0.76,50.55,1.23,3.55,0.2,1.27,0.6,0.1,0.1,57.6,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.7,5.3,7.89,NA
50064,2,"0 - 5",0,5,341.25,38,0.5,38.5,1.18,3.51,1.16,1.01,0.25,31.91,0.24,20,3.07,61.15,0.1,0.125,0.615,0.792,0.469,0.062,0.187,4.713,5.736,0.207,3.7,3,3,32.2,304
50064,2,"5 - 10",5,10,370.5,17,0,16.72,0.45,1.21,0.58,0.43,0.22,29.78,0.1,10,2.84,45.16,0.05,0.087,0.554,0.729,0.471,0.061,0.192,4.836,6.529,0.106,3.9,3.2,3.3,37.78,195.4
50064,2,"10 - 30",10,30,1482,13,0,12.9,0.25,0.59,0.44,0.23,0.2,35.07,0.1,1.8,1.16,39.59,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.8,3.8,52,NA
50064,2,"30 - 60",30,60,2047.5,7,0,6.6,0.2,0.2,0.3,0.1,0.2,20.26,0.15,0.1,0.1,21.41,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.3,4.2,35,NA
50064,2,"60 - 90",60,90,2554.5,4,0,3.91,0.1,0.22,0.36,0.1,0.2,15.86,0.12,0.1,0.1,17.06,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.3,4.2,40,NA
50065,2,"0 - 5",0,5,282,43,0,42.81,2.9,15.25,1.69,3.49,0.39,98.43,8.18,7,0.33,134.76,0.15,0.798333333333333,2.36466666666667,2.27966666666667,1.582,1.95066666666667,0.440333333333333,16.3376666666667,28.4316666666667,0.628666666666667,4.5,3.5,3.7,14.83,53.86
50065,2,"5 - 10",5,10,321,26,0.100000000000001,26.1,1.92,5.67,1.62,0.1,0.38,85.53,5.94,2.7,0.1,102.04,0.08,0.578,0.574333333333333,3.48833333333333,1.329,1.79033333333333,0.661333333333333,24.549,35.4573333333333,0.260333333333333,4.6,3.7,3.9,13.54,44.98
50065,2,"10 - 30",10,30,1199,11,0,10.74,1.1,1.6,1.13,0.1,0.2,54.4,2.76,1.6,0.1,61.89,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3.8,4,10,NA
50065,2,"30 - 60",30,60,1680,7,0,6.66,0.88,1.16,1,0.1,0.3,52.18,1.4,0.8,0.1,57.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4,4.1,7.95,NA
50065,2,"60 - 90",60,90,957.611940298508,4,0,3.64,0.82,1.01,1.05,0.1,0.44,58.4,1.06,1.1,0.1,63.26,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.8,3.9,NA,NA
50066,2,"0 - 5",0,5,294.5,93,0.409999999999997,93.41,5.29,47.52,2.01,23.85,0.69,68.1,3.1,8.8,4.46,158.53,0.47,0.905,13.9,1.158,4.981,1.39,0.272,8.118,10.714,1.467,4.5,3.6,3.8,17.58,102.76
50066,2,"5 - 10",5,10,370.5,46,0,45.72,2.71,7.16,1.18,5.49,0.68,106.79,1.86,3.2,2.4,128.76,0.11,0.356,0.67,1.92,1.397,0.395,0.341,21.198,24.81,0.324,4.5,3.8,3.8,16.97,129.21
50066,2,"10 - 30",10,30,1773.16,31,0.0300000000000011,31.03,1.84,4.86,0.92,3.48,0.45,69.43,2.02,1.2,0.29,82.65,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,4.1,16.85,NA
50066,2,"30 - 60",30,60,2940,7,0,6.85,0.62,1.12,0.87,1.09,0.2,39.06,0.7,0.1,0.1,43.24,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.3,4.3,11.29,NA
50066,2,"60 - 90",60,90,540,3,0,2.88,0.47,0.54,0.93,0.97,0.38,44.48,0.67,0.8,0.1,48.87,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.2,4.1,6.38,NA
50067,2,"0 - 5",0,5,374.65,53,0,52.88,2.83,19.77,1.61,6.54,0.34,61.43,5.89,5.3,0.44,101.32,0.28,0.394333333333333,0.790333333333333,1.71866666666667,0.791,0.638333333333333,0.310333333333333,13.4596666666667,19.8323333333333,0.269666666666667,4.7,3.7,3.9,18.73,134.4
50067,2,"5 - 10",5,10,412.5,34,0.00999999999999801,34.01,1.83,5.82,1.06,2.13,0.32,69.88,3.39,2.5,0.2,85.3,0.11,0.361,0.543666666666667,1.913,0.816666666666667,0.665333333333333,0.338666666666667,16.8473333333333,20.4923333333333,0.215333333333333,4.7,3.9,3.9,18.58,94.18
50067,2,"10 - 30",10,30,1440,22,0,21.63,1.07,4.01,0.96,1.74,0.35,48.98,2.4,1.5,0.15,60.09,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.1,4.1,20.56,NA
50067,2,"30 - 60",30,60,2520,9,0,8.73,0.57,1.3,0.85,0.78,0.33,35.81,1.83,0.3,0.11,41.31,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.3,4.2,15.79,NA
50067,2,"60 - 90",60,90,1200,5,0,4.91,0.39,1.04,0.97,0.67,0.31,36.48,1.17,0.3,0.1,41.04,0.07,0.434,0.309,2.305,1.183,0.889,0.176,15.403,23.154,0.179,4.8,4.3,4.2,12.82,11.52
50068,2,"0 - 5",0,5,325.75,110,0.180000000000007,110.18,5.03,31.16,2.34,7.41,0.48,85.76,8.64,6.8,0.62,143.21,0.29,0.665666666666667,1.11933333333333,2.67933333333333,2.72966666666667,0.994,0.174,22.4923333333333,29.6356666666667,0.68,4.4,3.5,3.7,21.87,165.25
50068,2,"5 - 10",5,10,360,44,0.259999999999998,44.26,1.99,7.08,1.42,2.67,0.32,78.89,5.14,3.4,0.24,99.16,0.12,0.236333333333333,0.294333333333333,1.77433333333333,2.07266666666667,0.733333333333333,0.062,16.3196666666667,17.8883333333333,0.189666666666667,4.5,3.7,3.9,22.11,186.18
50068,2,"10 - 30",10,30,1560,25,0,24.76,1.3,3.44,1.12,1.71,0.24,53.99,2.94,1.3,0.1,64.84,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3.9,4.2,19.23,NA
50068,2,"30 - 60",30,60,1440,14,0,13.96,0.79,3,1.14,1.61,0.2,37.53,2.04,0.9,0.1,46.52,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4,4.2,17.72,NA
50069,2,"0 - 5",0,5,608,51,0.219999999999999,51.22,3.88,87.72,2.94,6.19,0.6,2.79,2.21,0.1,0.19,102.74,0.95,0.434666666666667,2.04933333333333,0.545666666666667,0.59,0.161166666666667,0.072,6.064,5.33066666666667,0.463,5.5,4.5,4.8,13.14,117.33
50069,2,"5 - 10",5,10,617.5,40,0,39.74,3.13,76.74,2.02,4.48,0.57,5.85,2.14,0.8,0.29,92.89,0.9,0.420333333333333,1.54933333333333,0.515666666666667,0.587,0.13163333384196,0.0693333333333333,6.29033333333333,5.747,0.421333333333333,5.3,4.3,4.6,12.78,95.16
50069,2,"10 - 30",10,30,1976,21,0.18,21.18,1.73,64.37,1.38,2.93,0.51,2.03,1.2,0.1,0.1,72.62,0.95,0.253,1.677,0.364,0.514,0.0848000030517578,0.066,6.647,5.277,0.287,5.7,4.7,5,12.14,83
50069,2,"30 - 60",30,60,4588.5,4,0.453237410071943,3.92,0.16,41.55,0.54,1.62,0.36,0.36,0.17,0.1,0.1,44.07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,5.8,6.1,25,NA
50069,2,"60 - 90",60,90,4560,5,0.46,5.46,0.32,67.3,0.72,2.33,0.54,0.51,0.53,0.1,0.1,70.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,5.7,6,15.63,NA
50070,2,"0 - 5",0,5,573.411111111111,53,0.0200000000000031,53.02,2.67,19.87,2.67,10.24,0.52,52.04,4.05,14.7,1.3,105.39,0.32,0.454,1.657,2.768,1.742,0.378,0.188,11.864,20.527,0.638,3.9,3.1,3.3,19.85,116.74
50070,2,"5 - 10",5,10,716.32,13,0,12.57,0.59,3.35,1.61,1.66,0.3,61.18,4.32,5.5,0.18,78.1,0.09,0.36,0.643,3.821,1.692,0.349,0.258,17.11,25.285,0.412,4.1,3.4,3.5,22.03,36.11
50070,2,"10 - 30",10,30,2690.28,7,0.42,7.42,0.36,2.33,1.6,1.22,0.26,67.85,3.62,2.9,0.12,79.9,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,3.6,3.7,19.44,NA
50070,2,"30 - 60",30,60,4330.62,6,0.27,6.27,0.29,10.64,2.27,4.28,0.43,80.3,3.27,2.3,0.1,103.59,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.6,3.7,20.69,NA
50070,2,"60 - 90",60,90,4662.9,6,0.18,6.18,0.33,37.82,2.94,17.22,0.73,59.84,2.46,2.2,0.1,123.31,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,3.7,4,18.18,NA
50071,2,"0 - 5",0,5,315,81,0.0799999999999983,81.08,4.66,15.73,1.52,4.94,0.47,122,18.93,11,1.97,176.56,0.13,0.606,0.645,1.914,0.946,1.781,0.351,18.476,30.857,0.482,4,3.3,3.5,17.38,133.66
50071,2,"5 - 10",5,10,322.5,55,0,54.88,3.43,3.86,1.55,1.97,0.45,100.66,8.92,4.1,0.24,121.75,0.06,0.502,0.437,2.162,1.086,2.389,0.367,21.624,28.801,0.345,4.4,3.6,3.8,16.03,109.56
50071,2,"10 - 30",10,30,1274,30,0,29.76,1.94,2.02,1.2,1.04,0.2,64.63,5.3,1.6,0.1,76.09,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.9,4,15.46,NA
50071,2,"30 - 60",30,60,2340,8,0.0999999999999996,8.1,0.74,0.5,0.88,0.25,0.2,36.61,1.5,0.1,0.1,40.14,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.1,4.2,10.81,NA
50071,2,"60 - 90",60,90,1920,4,0,3.59,0.57,0.84,0.98,0.24,0.53,32.3,1.09,0.6,0.1,36.68,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4,4,7.02,NA
50072,2,"0 - 5",0,5,430.1,158,0,157.67,8.03,123.57,2.03,88,1.54,26.12,7.61,5.3,4.97,259.14,0.83,0.659,3.389,1.342,2.919,0.708,0.348,23.8,26.641,0.834,4.8,4,4.2,19.68,239.76
50072,2,"5 - 10",5,10,424.8,81,0,80.6,4.15,31.95,1.36,29.12,1.01,80.55,3.88,4.2,1.8,153.87,0.41,0.533,1.097,1.521,2.474,0.612,0.301,20.885,31.088,0.485,4.8,3.8,4,19.52,151.97
50072,2,"10 - 30",10,30,1440,24,0.379999999999999,24.38,1.38,9.61,0.73,7.79,0.51,37.81,1.6,0.7,0.1,58.85,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.3,4.3,17.39,NA
50072,2,"30 - 60",30,60,1950,30,0,29.75,1.62,7.2,0.71,6.93,0.52,42.57,1.6,1.1,0.18,60.81,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.2,4.3,18.52,NA
50072,2,"60 - 90",60,90,1800,9,0.43,9.43,0.76,3.95,0.81,3.68,0.39,35.99,1.03,0.7,0.1,46.65,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.2,4.2,11.84,NA
50073,2,"0 - 5",0,5,360,92,0.230000000000004,92.23,4.43,66.25,2.18,26.73,0.77,36.39,12.45,9.4,0.81,154.98,0.62,0.528,1.607,2.004,1.055,0.951,0.457,12.004,33.204,0.462,4.6,3.4,3.8,20.77,174.24
50073,2,"5 - 10",5,10,360,42,0.299999999999997,42.3,2.3,16.79,1.33,9.15,0.5,92.2,6.26,9.6,0.95,136.78,0.2,0.459,0.599,2.81,0.976,1.044,0.526,16.683,37.171,0.282,4.3,3.3,3.5,18.26,91.5
50073,2,"10 - 30",10,30,1040,12,0.220000000000001,12.22,1.13,2,1.15,0.75,0.42,54.4,2.79,1.6,0.1,63.21,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,3.8,3.9,10.62,NA
50073,2,"30 - 60",30,60,675,7,0.22,7.22,0.92,1.56,1.04,0.1,0.2,43.59,1.73,0.4,0.1,48.72,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4,4,7.61,NA
50074,2,"0 - 5",0,5,186.75,69,0.0600000000000023,69.06,3.82,4.64,2.07,3.7,0.85,118.99,4.66,7.9,1.52,144.33,0.08,0.558,0.413,3.629,6.351,0.671,0.292,28.315,33.5,0.489,4.2,3.5,3.6,18.06,123.66
50074,2,"5 - 10",5,10,191.25,27,0,26.73,1.74,2.03,1.83,1.98,0.48,81.18,2.85,3.5,0.18,94.03,0.07,0.407,0.35,4.583,7.986,0.904,0.242,33.333,36.806,0.28,4.4,3.7,3.9,15.52,66.34
50074,2,"10 - 30",10,30,1375.2,44,0,43.76,2.74,2.59,1.92,2.42,0.77,94.53,3.87,5.3,0.32,111.72,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.7,3.8,16.06,NA
50074,2,"30 - 60",30,60,780,12,0,11.89,0.92,5.06,1.71,5,0.89,53.47,2.17,2.3,0.1,70.7,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,3.8,4.1,13.04,NA
50075,2,"0 - 5",0,5,192.5,125,0,124.77,6.05,13.01,2.18,4.76,0.34,93.29,2.26,15,9.8,140.64,0.14,0.788,0.597,3.33,2.997,0.365,0.214,16.556,26.927,0.735,3.9,3.2,3.3,20.66,158.63
50075,2,"5 - 10",5,10,180,66,0.349999999999994,66.35,3.11,5.06,1.48,2.82,0.43,102.79,1.6,12,4.7,130.88,0.07,0.593,0.431,3.477,3.891,0.437,0.215,19.173,28.571,0.418,4,3.4,3.4,21.22,111.3
50075,2,"10 - 30",10,30,928.2,14,0.390000000000001,14.39,0.93,1.11,1.06,1.34,0.31,57.43,1.19,3.6,0.27,66.31,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.8,3.8,15.05,NA
50075,2,"30 - 60",30,60,390,5,0,4.83,0.44,0.76,1.13,1.15,0.68,43.06,1.34,2.3,0.1,50.52,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.8,3.9,11.36,NA
50076,2,"0 - 5",0,5,400,50,0.200000000000003,50.2,3.38,2.1,1.41,1.49,0.67,103.77,2.18,15,4.25,130.87,0.04,0.658333333333333,0.365666666666667,2.553,3.21233333333333,0.659333333333333,0.257,20.8636666666667,38.8323333333333,0.486666666666667,3.8,3.1,3.3,14.79,75.95
50076,2,"5 - 10",5,10,440,33,0.32,33.32,2.38,1.63,1.13,0.55,0.45,83.75,2.33,6.6,0.53,96.97,0.04,0.580333333333333,0.354666666666667,3.124,3.69866666666667,0.857666666666667,0.220666666666667,24.845,39.599,0.385333333333333,4.2,3.4,3.6,13.87,56.86
50076,2,"10 - 30",10,30,1896,20,0.149999999999999,20.15,1.55,1.18,0.99,0.44,0.28,61.52,1.74,3,0.15,69.3,0.04,0.553,0.296,2.486,3.765,0.91,0.135,23.825,38.654,0.36,4.3,3.6,3.8,12.9,36.17
50076,2,"30 - 60",30,60,1800,11,0.33,11.33,1.08,0.91,1.12,0.37,0.49,44.62,1.42,1.9,0.1,50.93,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.8,3.9,10.19,NA
50077,2,"0 - 5",0,5,597,80,3.31999999999999,83.32,6.72,469,6.3,17.9,0.9,NA,NA,NA,NA,494.1,1,0.648,20.422,4.765,3.778,0.399,0.284,30.393,20.134,0.773,7.2,7,6.9,11.9,123.46
